ZIP,geometry
91745,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.984726,33.974961,0.0 -118.028166,34.028298,0.0 -117.964381,34.027198,0.0 -117.948435,34.013452,0.0 -117.934138,33.972761,0.0 -117.975378,33.973861,0.0 -117.984726,33.974961,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94015,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.471665,37.649192,0.0 -122.49476,37.664039,0.0 -122.503008,37.708028,0.0 -122.471116,37.708578,0.0 -122.460118,37.666788,0.0 -122.471665,37.649192,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93313,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.138903,35.058755,0.0 -119.092164,35.318293,0.0 -119.036078,35.317743,0.0 -119.030579,35.295749,0.0 -118.955247,35.008716,0.0 -119.047625,35.03731,0.0 -119.138903,35.058755,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94558,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.103253,38.513038,0.0 -122.085657,38.37942,0.0 -122.204429,38.20951,0.0 -122.305605,38.20896,0.0 -122.236871,38.29254,0.0 -122.424927,38.345328,0.0 -122.457369,38.368422,0.0 -122.49641,38.425609,0.0 -122.492011,38.454752,0.0 -122.214876,38.508089,0.0 -122.289109,38.618613,0.0 -122.415579,38.768178,0.0 -122.403482,38.856157,0.0 -122.395234,38.864405,0.0 -122.344645,38.839661,0.0 -122.202229,38.688996,0.0 -122.164838,38.642258,0.0 -122.103253,38.513038,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95472,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.741102,38.351926,0.0 -122.741652,38.33543,0.0 -122.91651,38.349727,0.0 -122.920359,38.356875,0.0 -123.009988,38.46355,0.0 -122.989093,38.477846,0.0 -122.96215,38.486094,0.0 -122.851626,38.481146,0.0 -122.794989,38.411862,0.0 -122.741102,38.351926,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94566,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.846463,37.602453,0.0 -121.905849,37.632696,0.0 -121.821169,37.676136,0.0 -121.846463,37.602453,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94121,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.475515,37.772913,0.0 -122.513456,37.771263,0.0 -122.485962,37.790509,0.0 -122.476614,37.78721,0.0 -122.475515,37.772913,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92707,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-117.8852,33.734668,0.0 -117.876402,33.734668,0.0 -117.854407,33.733568,0.0 -117.857156,33.702775,0.0 -117.868154,33.692328,0.0 -117.885749,33.694527,0.0 -117.8852,33.734668,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>-117.8819,33.666484,0.0 -117.864305,33.685729,0.0 -117.857156,33.68243,0.0 -117.864305,33.671982,0.0 -117.88465,33.658786,0.0 -117.8819,33.666484,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>"
90807,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.165083,33.820447,0.0 -118.161234,33.811649,0.0 -118.204124,33.831995,0.0 -118.206874,33.838593,0.0 -118.167283,33.846841,0.0 -118.165083,33.820447,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95368,
95401,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.716908,38.4608,0.0 -122.715808,38.431107,0.0 -122.794989,38.411862,0.0 -122.851626,38.481146,0.0 -122.841728,38.484445,0.0 -122.793889,38.486094,0.0 -122.769695,38.481695,0.0 -122.716908,38.4608,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95066,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.010874,37.103721,0.0 -121.956987,37.083926,0.0 -121.998777,37.044335,0.0 -122.041667,37.034987,0.0 -122.010874,37.103721,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
96067,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.518954,41.209051,0.0 -122.478814,41.320125,0.0 -122.269863,41.50818,0.0 -122.176935,41.273386,0.0 -122.172536,41.265138,0.0 -122.518954,41.209051,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94550,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.765632,37.484231,0.0 -121.823369,37.484231,0.0 -121.846463,37.602453,0.0 -121.821169,37.676136,0.0 -121.873957,37.739371,0.0 -121.856361,37.82735,0.0 -121.81787,37.839997,0.0 -121.739239,37.772363,0.0 -121.641362,37.74487,0.0 -121.556682,37.74322,0.0 -121.471452,37.481482,0.0 -121.447807,37.395702,0.0 -121.765632,37.484231,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95403,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.726805,38.552079,0.0 -122.716908,38.4608,0.0 -122.769695,38.481695,0.0 -122.783442,38.50644,0.0 -122.788391,38.54768,0.0 -122.726805,38.552079,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95050,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.937742,37.337966,0.0 -121.950389,37.328618,0.0 -121.964135,37.324769,0.0 -121.965785,37.374257,0.0 -121.941591,37.377007,0.0 -121.931693,37.351163,0.0 -121.937742,37.337966,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92602,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.793371,33.718721,0.0 -117.75818,33.782506,0.0 -117.751031,33.785805,0.0 -117.697694,33.757762,0.0 -117.698244,33.745115,0.0 -117.734535,33.718721,0.0 -117.782374,33.710473,0.0 -117.793371,33.718721,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94002,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.337497,37.506226,0.0 -122.329249,37.513374,0.0 -122.277561,37.534269,0.0 -122.265464,37.534269,0.0 -122.268214,37.528221,0.0 -122.256116,37.517223,0.0 -122.302306,37.493029,0.0 -122.337497,37.506226,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92683,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.955033,33.752263,0.0 -117.945685,33.732468,0.0 -117.972079,33.719821,0.0 -117.990775,33.737417,0.0 -117.993524,33.741266,0.0 -118.041913,33.750064,0.0 -118.043012,33.774808,0.0 -118.01057,33.778107,0.0 -117.992974,33.773708,0.0 -117.955033,33.752263,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92866,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.829663,33.788005,0.0 -117.830762,33.773708,0.0 -117.857156,33.777008,0.0 -117.857706,33.795153,0.0 -117.829663,33.788005,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90650,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.055109,33.888081,0.0 -118.074905,33.880383,0.0 -118.087552,33.880383,0.0 -118.108447,33.886982,0.0 -118.109547,33.909526,0.0 -118.111196,33.917224,0.0 -118.090301,33.932071,0.0 -118.055109,33.888081,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91302,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.648969,34.080536,0.0 -118.712754,34.084935,0.0 -118.668215,34.176763,0.0 -118.637422,34.159717,0.0 -118.605529,34.141022,0.0 -118.648969,34.080536,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93111,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.822392,34.417056,0.0 -119.821292,34.478092,0.0 -119.776203,34.461046,0.0 -119.795448,34.418156,0.0 -119.822392,34.417056,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92804,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.01057,33.81,0.0 -118.017168,33.81,0.0 -118.01112,33.831995,0.0 -117.941836,33.832544,0.0 -117.941286,33.803401,0.0 -117.958882,33.802851,0.0 -117.983076,33.802851,0.0 -118.01057,33.81,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94105,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.403482,37.78776,0.0 -122.403482,37.78776,0.0 -122.399083,37.791059,0.0 -122.391934,37.794358,0.0 -122.387535,37.782811,0.0 -122.399083,37.78391,0.0 -122.403482,37.78776,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90065,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.206324,34.097032,0.0 -118.232168,34.093183,0.0 -118.254162,34.119027,0.0 -118.254162,34.122876,0.0 -118.228319,34.142671,0.0 -118.215122,34.116277,0.0 -118.206324,34.097032,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90291,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.442218,33.993106,0.0 -118.468062,33.97826,0.0 -118.485108,33.994756,0.0 -118.455965,34.009603,0.0 -118.442218,33.993106,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95062,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.013074,36.988798,0.0 -121.971284,36.9833,0.0 -121.960836,36.98275,0.0 -121.957537,36.967903,0.0 -122.007025,36.962405,0.0 -122.013074,36.988798,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90266,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.378983,33.89468,0.0 -118.39163,33.872685,0.0 -118.409226,33.877084,0.0 -118.422973,33.904577,0.0 -118.378983,33.901828,0.0 -118.378983,33.89468,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95831,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.547334,38.481695,0.0 -121.531388,38.517437,0.0 -121.504994,38.481146,0.0 -121.504994,38.469598,0.0 -121.547334,38.481695,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93117,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.836138,34.415407,0.0 -119.853734,34.408258,0.0 -120.227096,34.470394,0.0 -120.192454,34.600713,0.0 -120.174309,34.61336,0.0 -120.062135,34.533629,0.0 -119.821292,34.478092,0.0 -119.822392,34.417056,0.0 -119.836138,34.415407,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92508,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.361723,33.89468,0.0 -117.28969,33.916675,0.0 -117.279243,33.907327,0.0 -117.313885,33.865537,0.0 -117.349076,33.857838,0.0 -117.361723,33.89468,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93277,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.287918,36.326755,0.0 -119.287368,36.26352,0.0 -119.474874,36.269019,0.0 -119.475424,36.327305,0.0 -119.287918,36.326755,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95121,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.844264,37.310472,0.0 -121.807972,37.31872,0.0 -121.792026,37.313772,0.0 -121.771681,37.298375,0.0 -121.808522,37.281879,0.0 -121.844264,37.310472,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94568,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.972383,37.728374,0.0 -121.910248,37.730573,0.0 -121.895402,37.733872,0.0 -121.955887,37.698681,0.0 -121.972383,37.728374,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92346,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.208859,34.10638,0.0 -117.226455,34.10693,0.0 -117.237453,34.121226,0.0 -117.225905,34.150919,0.0 -117.189064,34.151469,0.0 -117.137926,34.090433,0.0 -117.208859,34.10638,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94941,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.628928,37.885087,0.0 -122.634427,37.91258,0.0 -122.628928,37.917529,0.0 -122.568992,37.934025,0.0 -122.553046,37.927427,0.0 -122.5371,37.924127,0.0 -122.506857,37.902682,0.0 -122.501908,37.897734,0.0 -122.512906,37.879588,0.0 -122.590987,37.864741,0.0 -122.628928,37.885087,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95125,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.844264,37.285728,0.0 -121.878906,37.275281,0.0 -121.905849,37.270882,0.0 -121.922345,37.282429,0.0 -121.931693,37.294526,0.0 -121.931693,37.297275,0.0 -121.892102,37.323669,0.0 -121.873407,37.310472,0.0 -121.86131,37.303324,0.0 -121.844264,37.285728,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91106,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.145838,34.136073,0.0 -118.132641,34.157518,0.0 -118.113396,34.158068,0.0 -118.112846,34.136623,0.0 -118.141989,34.119577,0.0 -118.147488,34.127275,0.0 -118.145838,34.136073,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92562,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.307286,33.5983,0.0 -117.211059,33.607648,0.0 -117.170918,33.612047,0.0 -117.168169,33.530666,0.0 -117.33313,33.478428,0.0 -117.364473,33.504822,0.0 -117.307286,33.5983,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94598,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.046616,37.934025,0.0 -121.997128,37.942823,0.0 -121.977332,37.914779,0.0 -122.006475,37.893335,0.0 -122.046616,37.934025,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91361,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.85462,34.121776,0.0 -118.9415,34.123976,0.0 -118.884863,34.180062,0.0 -118.861219,34.176213,0.0 -118.793035,34.14652,0.0 -118.85462,34.121776,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95521,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-123.992606,40.780702,0.0 -124.083335,40.843387,0.0 -124.172963,40.823592,0.0 -124.18726,40.827441,0.0 -124.135022,40.933566,0.0 -124.000304,40.888477,0.0 -123.979959,40.878579,0.0 -123.89033,40.766955,0.0 -123.970611,40.757058,0.0 -123.992606,40.780702,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91321,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.508752,34.334026,0.0 -118.539545,34.319729,0.0 -118.547243,34.324678,0.0 -118.565389,34.378565,0.0 -118.536796,34.391762,0.0 -118.491156,34.40331,0.0 -118.464763,34.405509,0.0 -118.413075,34.374166,0.0 -118.361937,34.325778,0.0 -118.508752,34.334026,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94720,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.266564,37.874089,0.0 -122.256666,37.879588,0.0 -122.245669,37.880688,0.0 -122.266564,37.874089,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90063,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.173881,34.023899,0.0 -118.205224,34.033797,0.0 -118.192577,34.06349,0.0 -118.169482,34.06239,0.0 -118.169482,34.050293,0.0 -118.173881,34.023899,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93901,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.64851,36.68472,0.0 -121.621566,36.658326,0.0 -121.700198,36.696268,0.0 -121.652359,36.68692,0.0 -121.64851,36.68472,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94508,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.483213,38.550429,0.0 -122.505208,38.557028,0.0 -122.476064,38.653255,0.0 -122.417228,38.616964,0.0 -122.346295,38.542731,0.0 -122.473315,38.559227,0.0 -122.483213,38.550429,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93013,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.44738,34.409908,0.0 -119.44793,34.397261,0.0 -119.476523,34.373617,0.0 -119.57715,34.412657,0.0 -119.587047,34.417606,0.0 -119.560654,34.453348,0.0 -119.44738,34.409908,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94547,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.246769,37.989012,0.0 -122.297357,38.014306,0.0 -122.274812,38.035751,0.0 -122.235221,38.003858,0.0 -122.246769,37.989012,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95746,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.22566,38.71704,0.0 -121.232258,38.75663,0.0 -121.204765,38.775326,0.0 -121.108538,38.783024,0.0 -121.146479,38.711541,0.0 -121.188819,38.714291,0.0 -121.22566,38.71704,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92503,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.465649,33.963414,0.0 -117.366672,33.835294,0.0 -117.507439,33.868836,0.0 -117.512388,33.908976,0.0 -117.465649,33.963414,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95037,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.763433,37.050384,0.0 -121.811272,37.072379,0.0 -121.81842,37.142212,0.0 -121.763983,37.177404,0.0 -121.759584,37.184002,0.0 -121.757934,37.186752,0.0 -121.708996,37.201598,0.0 -121.661707,37.210396,0.0 -121.656208,37.262634,0.0 -121.454406,37.267033,0.0 -121.399419,37.15046,0.0 -121.425813,37.049284,0.0 -121.552833,37.123517,0.0 -121.614418,37.049834,0.0 -121.763433,37.050384,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90280,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.227219,33.940319,0.0 -118.231068,33.957915,0.0 -118.231618,33.961764,0.0 -118.192577,33.961764,0.0 -118.158485,33.951866,0.0 -118.161234,33.943618,0.0 -118.156286,33.917224,0.0 -118.177181,33.918324,0.0 -118.227219,33.940319,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.339392,34.058541,0.0 -118.364136,34.057991,0.0 -118.361387,34.083835,0.0 -118.344341,34.083285,0.0 -118.338842,34.083285,0.0 -118.338293,34.068989,0.0 -118.338842,34.065139,0.0 -118.338293,34.06239,0.0 -118.339392,34.058541,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.24072,37.411648,0.0 -122.228623,37.424295,0.0 -122.207178,37.466086,0.0 -122.163188,37.502927,0.0 -122.127997,37.499078,0.0 -122.145043,37.458387,0.0 -122.171436,37.44684,0.0 -122.193431,37.411648,0.0 -122.24072,37.411648,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95616,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.637513,38.566375,0.0 -121.694699,38.526785,0.0 -121.851412,38.536682,0.0 -121.905849,38.583421,0.0 -121.767282,38.602667,0.0 -121.637513,38.566375,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95630,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.118985,38.71759,0.0 -121.080494,38.63126,0.0 -121.14263,38.616964,0.0 -121.210264,38.634009,0.0 -121.206415,38.640608,0.0 -121.193218,38.650506,0.0 -121.188819,38.714291,0.0 -121.146479,38.711541,0.0 -121.118985,38.71759,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94115,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.428776,37.778962,0.0 -122.444722,37.776762,0.0 -122.447471,37.791609,0.0 -122.446371,37.792708,0.0 -122.429875,37.794908,0.0 -122.427676,37.782261,0.0 -122.428776,37.778962,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95819,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.458805,38.558677,0.0 -121.450557,38.59002,0.0 -121.420314,38.582322,0.0 -121.420864,38.563076,0.0 -121.421414,38.550979,0.0 -121.428012,38.552629,0.0 -121.458805,38.558677,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90292,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.43232,33.974961,0.0 -118.452116,33.964513,0.0 -118.468062,33.97826,0.0 -118.442218,33.993106,0.0 -118.43232,33.974961,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95405,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.680616,38.454752,0.0 -122.648724,38.41846,0.0 -122.688314,38.449803,0.0 -122.681166,38.453102,0.0 -122.680616,38.454752,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93933,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.786527,36.654477,0.0 -121.814021,36.682521,0.0 -121.807422,36.714413,0.0 -121.786527,36.654477,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91768,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-117.79942,34.042045,0.0 -117.819765,34.032697,0.0 -117.825814,34.06239,0.0 -117.826364,34.06404,0.0 -117.776875,34.086035,0.0 -117.75763,34.089884,0.0 -117.750481,34.058541,0.0 -117.79942,34.042045,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92649,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.064457,33.711573,0.0 -118.077104,33.72422,0.0 -118.084802,33.731368,0.0 -118.084802,33.731918,0.0 -118.041913,33.744565,0.0 -118.023767,33.701126,0.0 -118.055659,33.702225,0.0 -118.064457,33.711573,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93010,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.096013,34.196558,0.0 -119.104261,34.196558,0.0 -119.125706,34.238898,0.0 -119.008034,34.246047,0.0 -119.096013,34.196558,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
90027,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-118.278907,34.153669,0.0 -118.276707,34.095932,0.0 -118.309149,34.094832,0.0 -118.309149,34.10528,0.0 -118.311899,34.155868,0.0 -118.30805,34.161367,0.0 -118.278907,34.153669,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
93611,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-119.691523,36.790295,0.0 -119.690423,36.801293,0.0 -119.729464,36.837584,0.0 -119.730563,36.935461,0.0 -119.568352,37.062481,0.0 -119.507866,37.043785,0.0 -119.585948,36.970103,0.0 -119.466076,36.966804,0.0 -119.389644,36.929962,0.0 -119.610142,36.786446,0.0 -119.692073,36.783147,0.0 -119.691523,36.790295,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
