ZIP,geometry
93960,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.551733,36.488417,0.0 -121.526439,36.513711,0.0 -121.300442,36.506012,0.0 -121.126134,36.392189,0.0 -121.204765,36.337752,0.0 -121.420314,36.258021,0.0 -121.440659,36.368545,0.0 -121.551733,36.488417,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94005,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.388085,37.668988,0.0 -122.429325,37.683284,0.0 -122.405681,37.708578,0.0 -122.393584,37.708028,0.0 -122.393584,37.708028,0.0 -122.388085,37.668988,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94014,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.429325,37.683284,0.0 -122.460118,37.666788,0.0 -122.471116,37.708578,0.0 -122.468916,37.708028,0.0 -122.427126,37.708028,0.0 -122.405681,37.708578,0.0 -122.429325,37.683284,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94020,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.152191,37.286278,0.0 -122.15494,37.215345,0.0 -122.181334,37.215345,0.0 -122.294607,37.27858,0.0 -122.305605,37.284079,0.0 -122.330899,37.316521,0.0 -122.188482,37.316521,0.0 -122.152191,37.286278,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94021,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.24237,37.213145,0.0 -122.347945,37.207097,0.0 -122.294607,37.27858,0.0 -122.181334,37.215345,0.0 -122.24237,37.213145,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94022,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.096104,37.385805,0.0 -122.15439,37.330818,0.0 -122.175835,37.325319,0.0 -122.202229,37.36326,0.0 -122.141743,37.395152,0.0 -122.116999,37.4034,0.0 -122.096104,37.385805,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94024,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.096104,37.385805,0.0 -122.062562,37.359411,0.0 -122.062562,37.337416,0.0 -122.15439,37.330818,0.0 -122.096104,37.385805,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94027,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.228623,37.424295,0.0 -122.226423,37.442441,0.0 -122.212127,37.469385,0.0 -122.207178,37.466086,0.0 -122.228623,37.424295,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94028,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.175835,37.325319,0.0 -122.189582,37.32037,0.0 -122.24072,37.411648,0.0 -122.193431,37.411648,0.0 -122.202229,37.36326,0.0 -122.175835,37.325319,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.434274,37.610701,0.0 -122.396333,37.613451,0.0 -122.377638,37.606852,0.0 -122.374888,37.604103,0.0 -122.407881,37.585957,0.0 -122.434274,37.610701,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94035,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.035069,37.400651,0.0 -122.044416,37.394053,0.0 -122.059813,37.434193,0.0 -122.035069,37.400651,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94038,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.520054,37.57551,0.0 -122.461218,37.566162,0.0 -122.500259,37.499078,0.0 -122.520054,37.57551,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94040,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.059813,37.375357,0.0 -122.059263,37.374807,0.0 -122.062562,37.359411,0.0 -122.096104,37.385805,0.0 -122.116999,37.4034,0.0 -122.108201,37.408349,0.0 -122.091705,37.400651,0.0 -122.059813,37.375357,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94043,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.044416,37.394053,0.0 -122.047166,37.386904,0.0 -122.052115,37.386904,0.0 -122.091705,37.400651,0.0 -122.108201,37.408349,0.0 -122.102153,37.415498,0.0 -122.090606,37.450689,0.0 -122.060363,37.44519,0.0 -122.059813,37.434193,0.0 -122.044416,37.394053,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94044,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.49476,37.664039,0.0 -122.471665,37.649192,0.0 -122.463967,37.638745,0.0 -122.443072,37.594205,0.0 -122.461218,37.566162,0.0 -122.520054,37.57551,0.0 -122.49476,37.664039,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94060,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.24237,37.213145,0.0 -122.250618,37.187301,0.0 -122.292408,37.10757,0.0 -122.40898,37.286828,0.0 -122.305605,37.284079,0.0 -122.294607,37.27858,0.0 -122.347945,37.207097,0.0 -122.24237,37.213145,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94061,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.226423,37.442441,0.0 -122.230273,37.482582,0.0 -122.212127,37.469385,0.0 -122.226423,37.442441,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94063,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.230273,37.482582,0.0 -122.244569,37.494129,0.0 -122.244569,37.507876,0.0 -122.163188,37.502927,0.0 -122.207178,37.466086,0.0 -122.212127,37.469385,0.0 -122.230273,37.482582,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94065,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.248418,37.521622,0.0 -122.256116,37.517223,0.0 -122.268214,37.528221,0.0 -122.248418,37.521622,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94074,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.305605,37.284079,0.0 -122.40898,37.286828,0.0 -122.405131,37.325319,0.0 -122.330899,37.316521,0.0 -122.305605,37.284079,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94085,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.98668,37.388554,0.0 -121.98668,37.377556,0.0 -122.003726,37.377007,0.0 -122.047166,37.386904,0.0 -122.044416,37.394053,0.0 -122.035069,37.400651,0.0 -121.98668,37.388554,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94087,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.062562,37.359411,0.0 -122.059263,37.374807,0.0 -122.000977,37.352262,0.0 -122.002626,37.337966,0.0 -122.062562,37.337416,0.0 -122.062562,37.359411,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94104,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.403482,37.78776,0.0 -122.404581,37.792708,0.0 -122.399083,37.791059,0.0 -122.403482,37.78776,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94107,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.379837,37.753118,0.0 -122.404031,37.749269,0.0 -122.405131,37.764665,0.0 -122.399083,37.78391,0.0 -122.387535,37.782811,0.0 -122.379837,37.753118,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94108,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.403482,37.78776,0.0 -122.406231,37.78556,0.0 -122.41173,37.788859,0.0 -122.415029,37.794908,0.0 -122.405131,37.796008,0.0 -122.404581,37.792708,0.0 -122.403482,37.78776,0.0 -122.403482,37.78776,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94110,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.428776,37.734972,0.0 -122.424927,37.748719,0.0 -122.426576,37.764665,0.0 -122.405131,37.764665,0.0 -122.404031,37.749269,0.0 -122.406781,37.735522,0.0 -122.420528,37.732223,0.0 -122.428776,37.734972,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94112,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.420528,37.732223,0.0 -122.427126,37.708028,0.0 -122.468916,37.708028,0.0 -122.462318,37.722875,0.0 -122.444172,37.731673,0.0 -122.428776,37.734972,0.0 -122.420528,37.732223,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94128,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.403482,37.635446,0.0 -122.402932,37.635995,0.0 -122.402932,37.635995,0.0 -122.384786,37.635446,0.0 -122.377638,37.606852,0.0 -122.396333,37.613451,0.0 -122.403482,37.635446,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94129,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.448571,37.807005,0.0 -122.446371,37.792708,0.0 -122.447471,37.791609,0.0 -122.476614,37.78721,0.0 -122.485962,37.790509,0.0 -122.448571,37.807005,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94130,
94134,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.420528,37.732223,0.0 -122.406781,37.735522,0.0 -122.393584,37.708028,0.0 -122.405681,37.708578,0.0 -122.427126,37.708028,0.0 -122.420528,37.732223,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94301,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.15439,37.432543,0.0 -122.165388,37.441891,0.0 -122.171436,37.44684,0.0 -122.145043,37.458387,0.0 -122.130746,37.434193,0.0 -122.15439,37.432543,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94304,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.15714,37.418247,0.0 -122.141743,37.395152,0.0 -122.202229,37.36326,0.0 -122.193431,37.411648,0.0 -122.171436,37.44684,0.0 -122.165388,37.441891,0.0 -122.15714,37.418247,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94305,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.165388,37.441891,0.0 -122.15439,37.432543,0.0 -122.15714,37.418247,0.0 -122.165388,37.441891,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94306,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.116999,37.4034,0.0 -122.141743,37.395152,0.0 -122.15714,37.418247,0.0 -122.15439,37.432543,0.0 -122.130746,37.434193,0.0 -122.102153,37.415498,0.0 -122.108201,37.408349,0.0 -122.116999,37.4034,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94401,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.293508,37.567812,0.0 -122.302306,37.560663,0.0 -122.346845,37.57221,0.0 -122.333648,37.587607,0.0 -122.293508,37.567812,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94402,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.361142,37.53152,0.0 -122.346845,37.57221,0.0 -122.302306,37.560663,0.0 -122.329249,37.513374,0.0 -122.337497,37.506226,0.0 -122.346295,37.511725,0.0 -122.361142,37.53152,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94502,
94503,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.204429,38.20951,0.0 -122.195631,38.155073,0.0 -122.214876,38.155073,0.0 -122.285809,38.155073,0.0 -122.293508,38.155073,0.0 -122.305605,38.20896,0.0 -122.204429,38.20951,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94506,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.873957,37.739371,0.0 -121.895402,37.733872,0.0 -121.910248,37.730573,0.0 -121.94654,37.794908,0.0 -121.967435,37.835598,0.0 -121.950939,37.842197,0.0 -121.920696,37.843296,0.0 -121.856361,37.82735,0.0 -121.873957,37.739371,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94509,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.756285,37.992311,0.0 -121.823919,37.952721,0.0 -121.864059,37.957669,0.0 -121.830517,38.029702,0.0 -121.751336,38.028603,0.0 -121.756285,37.992311,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94512,
94513,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.579226,37.99891,0.0 -121.56548,37.916429,0.0 -121.739239,37.772363,0.0 -121.81787,37.839997,0.0 -121.754085,37.87079,0.0 -121.899801,37.95327,0.0 -121.864059,37.957669,0.0 -121.823919,37.952721,0.0 -121.750786,37.961518,0.0 -121.662807,37.968667,0.0 -121.619917,37.976365,0.0 -121.579226,37.99891,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94514,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.556682,37.815803,0.0 -121.641362,37.74487,0.0 -121.739239,37.772363,0.0 -121.56548,37.916429,0.0 -121.552283,37.821851,0.0 -121.556682,37.815803,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94515,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.505208,38.557028,0.0 -122.569542,38.529534,0.0 -122.674568,38.573524,0.0 -122.650923,38.707142,0.0 -122.562944,38.682398,0.0 -122.476064,38.653255,0.0 -122.505208,38.557028,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94517,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.81787,37.839997,0.0 -121.856361,37.82735,0.0 -121.920696,37.843296,0.0 -122.007575,37.879038,0.0 -122.006475,37.893335,0.0 -121.977332,37.914779,0.0 -121.922345,37.961518,0.0 -121.899801,37.95327,0.0 -121.754085,37.87079,0.0 -121.81787,37.839997,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94518,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.052665,37.936774,0.0 -122.051015,37.947772,0.0 -122.02792,37.975265,0.0 -122.009225,37.969766,0.0 -121.997128,37.942823,0.0 -122.046616,37.934025,0.0 -122.052665,37.936774,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94519,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.999877,38.002759,0.0 -122.009225,37.969766,0.0 -122.02792,37.975265,0.0 -121.999877,38.002759,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94520,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.02792,37.975265,0.0 -122.051015,37.947772,0.0 -122.065861,37.981864,0.0 -122.092255,38.043999,0.0 -122.002626,38.057196,0.0 -121.990529,38.017605,0.0 -121.999877,38.002759,0.0 -122.02792,37.975265,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94523,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.052665,37.936774,0.0 -122.087856,37.925227,0.0 -122.102703,37.95547,0.0 -122.065861,37.981864,0.0 -122.051015,37.947772,0.0 -122.052665,37.936774,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94525,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.235221,38.044549,0.0 -122.234122,38.057196,0.0 -122.206628,38.054996,0.0 -122.204429,38.052797,0.0 -122.235221,38.044549,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94528,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.967435,37.835598,0.0 -121.964685,37.842747,0.0 -121.950939,37.842197,0.0 -121.967435,37.835598,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94530,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.306155,37.898283,0.0 -122.32485,37.931276,0.0 -122.291858,37.934575,0.0 -122.272613,37.938974,0.0 -122.255017,37.919728,0.0 -122.279211,37.916979,0.0 -122.288009,37.898283,0.0 -122.306155,37.898283,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94531,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.823919,37.952721,0.0 -121.756285,37.992311,0.0 -121.750786,37.961518,0.0 -121.823919,37.952721,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94533,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.947639,38.301338,0.0 -121.975133,38.265047,0.0 -122.084007,38.232054,0.0 -122.061462,38.328832,0.0 -122.002626,38.342028,0.0 -121.947639,38.301338,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94535,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.896501,38.286492,0.0 -121.915197,38.261747,0.0 -121.975133,38.265047,0.0 -121.947639,38.301338,0.0 -121.896501,38.286492,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94536,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.038368,37.563413,0.0 -122.025171,37.578259,0.0 -121.947089,37.598054,0.0 -121.932793,37.592006,0.0 -121.962486,37.565062,0.0 -122.002076,37.52987,0.0 -122.038368,37.563413,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94539,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.867908,37.482582,0.0 -121.917396,37.458387,0.0 -121.962486,37.565062,0.0 -121.932793,37.592006,0.0 -121.910248,37.594205,0.0 -121.867908,37.482582,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94541,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.040018,37.679985,0.0 -122.077959,37.665688,0.0 -122.101603,37.656341,0.0 -122.127997,37.665688,0.0 -122.107652,37.689883,0.0 -122.103253,37.694282,0.0 -122.058713,37.692082,0.0 -122.040018,37.679985,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94544,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.07081,37.613451,0.0 -122.101603,37.656341,0.0 -122.077959,37.665688,0.0 -122.005376,37.626648,0.0 -122.07081,37.613451,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94545,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.15714,37.656341,0.0 -122.127997,37.665688,0.0 -122.101603,37.656341,0.0 -122.07081,37.613451,0.0 -122.145593,37.602453,0.0 -122.15714,37.656341,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94548,
94552,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.947089,37.598054,0.0 -121.98888,37.633796,0.0 -122.040018,37.679985,0.0 -122.058713,37.692082,0.0 -122.061462,37.799307,0.0 -121.972383,37.728374,0.0 -121.955887,37.698681,0.0 -121.948189,37.650292,0.0 -121.910248,37.594205,0.0 -121.932793,37.592006,0.0 -121.947089,37.598054,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94553,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.164288,37.921378,0.0 -122.244569,37.904882,0.0 -122.255017,37.919728,0.0 -122.272613,37.938974,0.0 -122.255567,37.976915,0.0 -122.246769,37.989012,0.0 -122.235221,38.003858,0.0 -122.235221,38.044549,0.0 -122.204429,38.052797,0.0 -122.174186,38.036301,0.0 -122.092255,38.043999,0.0 -122.065861,37.981864,0.0 -122.102703,37.95547,0.0 -122.164288,37.921378,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94555,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.038368,37.563413,0.0 -122.110401,37.511725,0.0 -122.129646,37.564512,0.0 -122.025171,37.578259,0.0 -122.038368,37.563413,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94559,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.293508,38.155073,0.0 -122.406231,38.155623,0.0 -122.406781,38.155623,0.0 -122.424927,38.345328,0.0 -122.236871,38.29254,0.0 -122.305605,38.20896,0.0 -122.293508,38.155073,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94561,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.662807,37.968667,0.0 -121.750786,37.961518,0.0 -121.756285,37.992311,0.0 -121.751336,38.028603,0.0 -121.683702,38.087439,0.0 -121.569329,38.096786,0.0 -121.578127,38.085239,0.0 -121.579226,37.99891,0.0 -121.619917,37.976365,0.0 -121.662807,37.968667,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94564,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.255567,37.976915,0.0 -122.315502,37.985163,0.0 -122.313853,38.011007,0.0 -122.297357,38.014306,0.0 -122.246769,37.989012,0.0 -122.255567,37.976915,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94567,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.289109,38.618613,0.0 -122.417228,38.616964,0.0 -122.476064,38.653255,0.0 -122.562944,38.682398,0.0 -122.415579,38.768178,0.0 -122.289109,38.618613,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94569,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.204429,38.052797,0.0 -122.206628,38.054996,0.0 -122.174186,38.036301,0.0 -122.204429,38.052797,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94571,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.862409,38.065994,0.0 -121.886054,38.12538,0.0 -121.805773,38.183666,0.0 -121.915197,38.261747,0.0 -121.896501,38.286492,0.0 -121.836016,38.285942,0.0 -121.674354,38.232604,0.0 -121.653459,38.313435,0.0 -121.594073,38.312885,0.0 -121.60507,38.287041,0.0 -121.667206,38.177067,0.0 -121.683702,38.087439,0.0 -121.751336,38.028603,0.0 -121.830517,38.029702,0.0 -121.862409,38.065994,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94572,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.235221,38.003858,0.0 -122.274812,38.035751,0.0 -122.234122,38.057196,0.0 -122.235221,38.044549,0.0 -122.235221,38.003858,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94576,
94577,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.119749,37.728923,0.0 -122.159339,37.705279,0.0 -122.183534,37.690982,0.0 -122.19893,37.712977,0.0 -122.195631,37.723425,0.0 -122.148342,37.741021,0.0 -122.121398,37.729473,0.0 -122.119749,37.728923,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94580,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.163188,37.670087,0.0 -122.132946,37.690433,0.0 -122.107652,37.689883,0.0 -122.127997,37.665688,0.0 -122.15714,37.656341,0.0 -122.163188,37.670087,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94583,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.910248,37.730573,0.0 -121.972383,37.728374,0.0 -122.061462,37.799307,0.0 -122.082357,37.800407,0.0 -122.049915,37.816353,0.0 -122.040018,37.821302,0.0 -121.94654,37.794908,0.0 -121.910248,37.730573,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94585,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.170887,38.140226,0.0 -122.195631,38.155073,0.0 -122.204429,38.20951,0.0 -122.085657,38.37942,0.0 -122.061462,38.328832,0.0 -122.084007,38.232054,0.0 -121.975133,38.265047,0.0 -121.915197,38.261747,0.0 -121.805773,38.183666,0.0 -121.886054,38.12538,0.0 -121.862409,38.065994,0.0 -121.884404,38.047848,0.0 -122.064212,38.118781,0.0 -122.170887,38.140226,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94586,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.823369,37.484231,0.0 -121.867908,37.482582,0.0 -121.910248,37.594205,0.0 -121.948189,37.650292,0.0 -121.905849,37.632696,0.0 -121.846463,37.602453,0.0 -121.823369,37.484231,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94587,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.025171,37.578259,0.0 -122.129646,37.564512,0.0 -122.145593,37.602453,0.0 -122.07081,37.613451,0.0 -122.005376,37.626648,0.0 -121.98888,37.633796,0.0 -121.947089,37.598054,0.0 -122.025171,37.578259,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94588,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-121.955887,37.698681,0.0 -121.895402,37.733872,0.0 -121.873957,37.739371,0.0 -121.821169,37.676136,0.0 -121.905849,37.632696,0.0 -121.948189,37.650292,0.0 -121.955887,37.698681,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94589,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.228623,38.12593,0.0 -122.275912,38.121531,0.0 -122.285809,38.155073,0.0 -122.214876,38.155073,0.0 -122.228623,38.12593,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94590,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.228623,38.12593,0.0 -122.226423,38.064894,0.0 -122.274262,38.111083,0.0 -122.275912,38.121531,0.0 -122.228623,38.12593,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94592,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.406231,38.155623,0.0 -122.293508,38.155073,0.0 -122.285809,38.155073,0.0 -122.275912,38.121531,0.0 -122.274262,38.111083,0.0 -122.406231,38.155623,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94599,
94601,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.194531,37.773463,0.0 -122.19728,37.771813,0.0 -122.214876,37.761366,0.0 -122.236321,37.772363,0.0 -122.222574,37.795458,0.0 -122.209927,37.788309,0.0 -122.194531,37.773463,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94609,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.271513,37.847145,0.0 -122.266014,37.852094,0.0 -122.257216,37.852644,0.0 -122.252267,37.834498,0.0 -122.263265,37.817452,0.0 -122.274262,37.818002,0.0 -122.271513,37.847145,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94613,
94618,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.252267,37.834498,0.0 -122.257216,37.852644,0.0 -122.220925,37.860342,0.0 -122.252267,37.834498,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94619,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.209927,37.788309,0.0 -122.177485,37.803156,0.0 -122.129096,37.771263,0.0 -122.180784,37.78391,0.0 -122.187933,37.777862,0.0 -122.194531,37.773463,0.0 -122.209927,37.788309,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94621,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.214876,37.761366,0.0 -122.19728,37.771813,0.0 -122.165938,37.753668,0.0 -122.195631,37.723425,0.0 -122.19893,37.712977,0.0 -122.244569,37.725074,0.0 -122.226973,37.748169,0.0 -122.214876,37.761366,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94702,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.28361,37.880688,0.0 -122.278111,37.847695,0.0 -122.286359,37.850445,0.0 -122.295707,37.880688,0.0 -122.28361,37.880688,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94703,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.28361,37.880688,0.0 -122.28196,37.881787,0.0 -122.274262,37.885087,0.0 -122.273162,37.873539,0.0 -122.269313,37.859792,0.0 -122.266014,37.852094,0.0 -122.271513,37.847145,0.0 -122.278111,37.847695,0.0 -122.28361,37.880688,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94706,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-122.28361,37.880688,0.0 -122.295707,37.880688,0.0 -122.309454,37.897734,0.0 -122.306155,37.898283,0.0 -122.288009,37.898283,0.0 -122.28196,37.881787,0.0 -122.28361,37.880688,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>"
